,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement
786,49,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Laboratory Technician,Married,53240,2.0,19,0,20.0,2,3,1,1.0,3.0,2.0,1
787,40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,Laboratory Technician,Divorced,167520,2.0,18,1,8.0,3,3,1,3.0,3.0,4.0,3
788,44,No,Travel_Rarely,Research & Development,5,1,Other,Male,3,Research Scientist,Single,52280,1.0,13,0,6.0,2,5,1,4.0,2.0,2.0,4
789,33,No,Travel_Frequently,Human Resources,10,3,Medical,Female,2,Sales Executive,Married,27000,0.0,14,3,5.0,2,4,0,4.0,1.0,3.0,3
790,34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,1,Sales Representative,Single,192460,3.0,15,1,15.0,5,13,3,4.0,1.0,3.0,3
791,30,No,Travel_Rarely,Sales,1,2,Technical Degree,Male,1,Laboratory Technician,Married,25060,8.0,22,0,4.0,3,2,2,4.0,3.0,2.0,3
792,42,No,Travel_Frequently,Research & Development,8,4,Medical,Female,1,Sales Executive,Single,60620,1.0,22,2,12.0,2,12,5,1.0,4.0,3.0,3
793,44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,Female,5,Manufacturing Director,Married,43820,7.0,16,2,11.0,2,1,0,1.0,3.0,2.0,3
794,30,No,Non-Travel,Research & Development,8,3,Life Sciences,Male,1,Manufacturing Director,Divorced,21430,1.0,17,1,1.0,2,1,0,3.0,3.0,2.0,3
795,57,No,Travel_Rarely,Sales,2,1,Life Sciences,Male,3,Research Scientist,Married,61620,0.0,14,0,13.0,5,12,2,2.0,3.0,2.0,2
796,49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Divorced,50940,3.0,15,0,29.0,5,8,0,3.0,2.0,3.0,3
797,34,No,Travel_Frequently,Research & Development,2,4,Medical,Female,2,Sales Representative,Divorced,68770,7.0,20,0,16.0,3,14,6,2.0,1.0,2.0,3
798,28,Yes,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,1.0,3.0,4.0,3
799,29,Yes,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,2.2,17,3,7.0,1,5,0,1.0,2.0,1.0,3
800,34,Yes,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,1.0,2.0,4.0,3
801,35,No,Travel_Rarely,Sales,7,4,Other,Female,4,Healthcare Representative,Married,25530,1.0,14,1,1.0,4,1,0,4.0,3.0,3.0,2
802,24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,2.0,1.0,2.0,2
803,24,No,Non-Travel,Research & Development,10,3,Life Sciences,Female,2,Manager,Married,51600,1.0,17,1,1.0,3,1,0,4.0,2.0,3.0,1
804,44,No,Travel_Frequently,Research & Development,5,2,Medical,Female,2,Research Scientist,Single,171590,5.0,22,1,16.0,1,2,2,2.0,3.0,2.0,2
805,29,No,Travel_Rarely,Sales,10,2,Life Sciences,Female,1,Sales Executive,Divorced,128080,1.0,13,0,10.0,6,10,0,3.0,3.0,3.0,3
806,30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,Sales Executive,Divorced,102210,0.0,19,1,6.0,2,5,1,3.0,3.0,4.0,3
807,55,No,Travel_Rarely,Sales,20,3,Marketing,Male,2,Research Scientist,Married,47790,0.0,14,1,4.0,6,3,1,4.0,3.0,3.0,3
808,33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,2,Research Scientist,Married,37370,8.0,22,2,8.0,2,5,0,1.0,2.0,3.0,3
809,47,No,Travel_Rarely,Research & Development,8,4,Medical,Female,2,Sales Representative,Married,23660,3.0,17,0,11.0,5,5,1,3.0,3.0,2.0,2
810,28,Yes,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,3.0,1.0,2.0,3
811,28,No,Travel_Rarely,Sales,8,4,Marketing,Male,1,Laboratory Technician,Divorced,163070,1.0,16,0,1.0,3,1,0,1.0,3.0,1.0,2
812,28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Sales Executive,Single,59330,0.0,11,0,5.0,3,4,1,3.0,1.0,3.0,3
813,49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Research Scientist,Married,34240,4.0,11,0,10.0,3,3,1,3.0,1.0,3.0,3
814,29,No,Travel_Frequently,Research & Development,8,1,Medical,Male,1,Research Scientist,Married,40370,0.0,14,0,4.0,2,3,0,4.0,2.0,3.0,1
815,28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,2,Laboratory Technician,Married,25590,1.0,11,0,8.0,3,8,1,3.0,2.0,2.0,2
816,33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Sales Executive,Single,62010,2.0,15,3,14.0,2,0,0,4.0,3.0,3.0,2
817,32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Laboratory Technician,Single,44030,2.0,20,0,10.0,3,5,0,3.0,4.0,4.0,2
818,54,No,Travel_Frequently,Sales,10,3,Life Sciences,Female,4,Research Scientist,Divorced,37610,3.0,12,0,26.0,3,14,1,2.0,4.0,3.0,2
819,29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,1.0,1.0,1.0,3
820,44,No,Travel_Rarely,Sales,26,1,Marketing,Male,1,Sales Representative,Married,107610,3.0,11,1,24.0,5,20,14,4.0,1.0,4.0,2
821,39,No,Travel_Rarely,Sales,6,1,Technical Degree,Female,2,Laboratory Technician,Single,51750,4.0,17,1,9.0,2,2,2,2.0,2.0,3.0,4
822,46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,Manufacturing Director,Married,138260,8.0,11,0,23.0,1,13,5,3.0,2.0,4.0,2
823,35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Research Scientist,Single,63340,1.0,14,0,11.0,2,11,3,4.0,2.0,1.0,4
824,23,No,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manager,Single,49360,0.0,19,1,5.0,2,4,1,1.0,3.0,3.0,2
825,40,Yes,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,4.0,1.0,1.0,4
826,34,No,Travel_Rarely,Human Resources,2,3,Human Resources,Male,2,Manufacturing Director,Married,28180,1.0,13,1,10.0,2,10,8,4.0,3.0,3.0,3
827,31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1.0,14,0,7.0,3,7,7,4.0,3.0,1.0,2
828,50,No,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Manager,Single,23420,1.0,12,1,32.0,2,32,13,3.0,4.0,3.0,2
829,34,No,Travel_Rarely,Sales,25,5,Marketing,Female,1,Research Scientist,Married,41940,0.0,17,2,12.0,3,11,5,2.0,3.0,3.0,3
830,42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Manufacturing Director,Married,106850,4.0,11,3,4.0,2,1,0,3.0,2.0,3.0,3
831,37,No,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Scientist,Married,20220,1.0,12,0,10.0,1,10,3,1.0,4.0,3.0,3
832,29,No,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Manager,Married,23140,3.0,13,0,9.0,5,7,0,3.0,1.0,3.0,4
833,33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Research Scientist,Single,42560,1.0,13,3,5.0,1,5,0,4.0,2.0,3.0,3
834,45,No,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Laboratory Technician,Married,35800,4.0,20,1,8.0,1,5,0,4.0,4.0,3.0,2
835,42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,Male,2,Manufacturing Director,Married,31620,2.0,17,2,24.0,1,20,13,4.0,4.0,1.0,3
836,40,No,Travel_Rarely,Sales,10,1,Life Sciences,Female,1,Manufacturing Director,Married,65240,0.0,13,1,9.0,2,8,7,1.0,1.0,4.0,4
837,33,No,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Manufacturing Director,Married,28990,1.0,17,0,15.0,3,15,5,2.0,3.0,3.0,2
838,40,No,Travel_Rarely,Sales,5,5,Life Sciences,Male,1,Manufacturing Director,Single,52310,1.0,12,2,21.0,4,21,7,3.0,4.0,3.0,3
839,24,No,Travel_Rarely,Sales,10,2,Marketing,Male,1,Manufacturing Director,Divorced,23560,0.0,13,0,2.0,5,1,0,3.0,1.0,3.0,3
840,40,No,Non-Travel,Research & Development,7,3,Medical,Male,1,Research Scientist,Divorced,28000,3.0,12,2,8.0,0,2,2,4.0,4.0,3.0,2
841,45,No,Travel_Rarely,Research & Development,4,3,Medical,Female,3,Laboratory Technician,Divorced,118360,1.0,22,0,10.0,2,10,7,1.0,2.0,3.0,4
842,35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,Male,1,Healthcare Representative,Married,109030,0.0,11,0,6.0,3,5,4,2.0,3.0,3.0,4
843,32,No,Travel_Rarely,Research & Development,22,4,Medical,Male,1,Sales Executive,Married,29730,3.0,22,0,12.0,0,7,2,4.0,2.0,3.0,4
844,36,No,Travel_Rarely,Sales,9,3,Marketing,Female,4,Research Scientist,Single,142750,3.0,18,1,7.0,5,3,1,3.0,4.0,2.0,2
845,48,No,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Laboratory Technician,Divorced,55620,8.0,13,1,18.0,2,8,7,3.0,3.0,3.0,3
846,29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Healthcare Representative,Married,45370,6.0,18,1,5.0,5,1,0,2.4,3.0,2.0,4
847,33,No,Travel_Rarely,Research & Development,9,1,Medical,Male,1,Healthcare Representative,Married,76420,2.0,20,1,8.0,2,2,2,1.0,1.0,1.0,2
848,30,Yes,Travel_Rarely,Research & Development,1,3,Other,Male,3,Sales Executive,Married,179240,1.0,13,2,10.0,2,10,6,2.0,1.0,3.0,3
849,38,No,Travel_Frequently,Sales,9,3,Marketing,Male,1,Manufacturing Director,Married,52040,3.0,13,1,10.0,2,6,1,3.0,3.0,3.0,3
850,35,No,Travel_Rarely,Sales,7,2,Life Sciences,Male,1,Sales Executive,Single,22770,1.0,12,1,3.0,2,3,1,4.0,1.0,3.0,3
851,30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,Male,5,Research Director,Married,27950,3.0,13,0,9.0,4,4,1,3.0,2.0,3.0,3
852,35,Yes,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Research Scientist,Divorced,25320,1.0,13,0,1.0,2,1,0,1.0,1.0,3.0,1
853,53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,Male,2,Manager,Married,25590,0.0,25,0,34.0,2,33,1,3.0,4.0,3.0,3
854,38,Yes,Travel_Rarely,Research & Development,2,3,Medical,Female,3,Sales Executive,Married,49080,4.0,19,1,7.0,3,5,1,3.0,2.0,3.0,2
855,32,No,Non-Travel,Research & Development,10,4,Life Sciences,Female,5,Research Scientist,Married,23800,4.0,13,0,9.0,5,6,1,4.0,1.0,2.0,3
856,48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,Male,1,Sales Executive,Married,47650,8.0,12,1,10.0,4,8,7,3.0,1.0,2.0,3
857,34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Single,20440,1.0,11,0,1.0,2,1,0,1.0,4.0,1.0,3
858,55,No,Travel_Rarely,Research & Development,11,1,Medical,Female,1,Laboratory Technician,Married,26930,1.0,18,0,36.0,6,36,2,3.0,4.0,3.0,2
859,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Married,65860,9.0,18,1,9.0,3,2,2,2.0,3.0,2.0,3
860,26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,1,Research Director,Married,32940,1.0,11,0,1.0,6,1,0,1.0,4.0,3.0,3
861,38,No,Travel_Rarely,Sales,14,2,Marketing,Female,1,Sales Executive,Married,41710,0.0,23,0,10.0,4,9,7,3.0,2.0,3.0,4
862,38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Manufacturing Director,Single,27780,2.0,13,0,8.0,5,3,1,2.0,2.0,4.0,2
863,36,No,Travel_Rarely,Human Resources,1,3,Human Resources,Male,1,Research Scientist,Single,23770,6.0,13,2,15.0,3,1,0,2.0,3.0,3.0,3
864,29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,1,Sales Representative,Single,24040,1.0,17,0,10.0,3,10,1,2.0,1.0,3.0,2
865,35,No,Travel_Rarely,Sales,12,2,Life Sciences,Female,2,Sales Executive,Single,23180,3.0,19,0,10.0,4,5,0,1.0,3.0,3.0,4
866,39,No,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,20080,2.0,12,0,11.0,3,7,7,4.0,3.0,3.0,3
867,29,No,Travel_Frequently,Research & Development,5,1,Medical,Female,1,Research Scientist,Divorced,62440,1.0,22,0,6.0,3,6,1,1.0,4.0,4.0,3
868,50,No,Travel_Rarely,Research & Development,4,2,Medical,Female,1,Laboratory Technician,Married,27990,4.0,12,1,27.0,0,1,0,3.0,3.0,3.0,1
869,23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,3,Manager,Married,105520,2.0,11,0,4.0,2,2,2,4.0,3.0,3.0,3
870,36,No,Travel_Frequently,Sales,21,3,Life Sciences,Male,2,Human Resources,Married,23290,3.0,15,0,9.0,2,3,0,1.0,1.0,3.0,3
871,42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Manager,Single,40140,8.0,13,1,24.0,3,1,0,4.0,4.0,3.0,3
872,35,No,Travel_Rarely,Sales,4,3,Medical,Female,2,Laboratory Technician,Married,74030,1.0,12,1,10.0,4,10,6,2.0,3.0,2.0,3
873,34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,Female,1,Manager,Married,22590,1.0,14,0,8.0,2,8,7,4.0,3.0,2.0,3
874,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Laboratory Technician,Married,69320,1.0,13,0,5.0,5,5,1,4.0,1.0,3.0,3
875,43,No,Travel_Rarely,Research & Development,1,1,Other,Male,1,Manager,Divorced,46780,5.0,25,1,8.0,0,6,0,4.0,2.0,3.0,4
876,35,No,Travel_Rarely,Sales,6,3,Marketing,Female,3,Sales Representative,Married,135820,1.0,17,1,1.0,3,1,0,3.0,4.0,2.0,2
877,46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,Male,1,Laboratory Technician,Single,23320,1.0,11,0,27.0,2,26,0,4.0,1.0,1.0,3
878,28,Yes,Travel_Rarely,Human Resources,1,3,Medical,Female,2,Laboratory Technician,Married,24130,1.0,16,1,1.0,2,1,0,3.0,2.0,3.0,3
879,22,No,Non-Travel,Sales,17,2,Marketing,Male,3,Sales Executive,Married,97050,1.0,18,2,4.0,3,4,1,2.0,3.0,2.0,2
880,50,No,Travel_Frequently,Research & Development,3,3,Other,Male,2,Research Scientist,Married,42940,2.0,20,0,32.0,2,30,12,2.0,3.0,3.0,2
881,32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,3,Research Scientist,Married,47210,3.0,14,1,6.0,3,3,0,2.0,4.0,3.0,3
882,44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,3,Manager,Divorced,25190,0.0,21,2,23.0,2,22,1,2.0,4.0,2.0,3
883,30,No,Travel_Rarely,Research & Development,4,3,Medical,Female,1,Research Director,Married,21210,1.0,13,1,6.0,2,6,1,2.0,2.0,2.0,3
884,45,No,Travel_Rarely,Sales,29,2,Technical Degree,Female,2,Research Scientist,Single,29730,1.0,12,0,10.0,2,10,1,3.0,1.0,3.0,3
885,45,No,Non-Travel,Sales,2,4,Life Sciences,Male,2,Manufacturing Director,Married,58550,1.0,14,1,10.0,3,10,4,1.0,1.0,3.0,2
886,31,No,Travel_Frequently,Research & Development,7,3,Medical,Male,2,Research Scientist,Single,36170,7.0,21,1,10.0,5,5,0,4.0,1.0,3.0,3
887,36,No,Travel_Rarely,Research & Development,18,1,Medical,Male,2,Manufacturing Director,Married,67250,9.0,17,1,7.0,3,3,1,3.0,3.0,3.0,3
888,34,No,Travel_Frequently,Sales,28,4,Marketing,Male,5,Manufacturing Director,Divorced,103250,1.0,11,1,9.0,3,9,7,3.0,4.0,3.0,2
889,49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Healthcare Representative,Married,69490,1.0,14,1,10.0,2,9,1,3.0,1.0,2.0,3
890,39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,Male,3,Research Scientist,Married,106090,2.0,17,1,10.0,2,7,7,2.0,1.0,3.0,3
891,27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,4,Research Scientist,Divorced,44470,1.0,13,0,7.0,4,7,0,4.0,1.0,3.0,3
892,35,No,Travel_Rarely,Research & Development,2,3,Medical,Female,2,Sales Executive,Married,21570,1.0,25,0,16.0,1,16,1,2.0,1.0,3.0,2
893,28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,3,Manufacturing Director,Divorced,46010,0.0,15,2,6.0,2,5,0,2.0,1.0,2.0,3
894,21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,1,Laboratory Technician,Single,170990,1.0,14,1,3.0,2,2,2,3.0,4.0,3.0,3
895,18,Yes,Travel_Frequently,Research & Development,3,5,Medical,Male,1,Research Director,Single,24790,1.0,12,1,0.0,2,0,0,2.0,4.0,4.0,2
896,47,No,Travel_Rarely,Research & Development,25,4,Medical,Male,2,Research Scientist,Married,148520,3.0,19,3,27.0,3,5,1,4.0,3.0,3.0,2
897,39,No,Travel_Rarely,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Divorced,72640,0.0,17,0,11.0,5,10,0,3.0,3.0,3.0,3
898,40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,Male,1,Laboratory Technician,Married,56660,1.0,14,1,18.0,2,18,14,1.0,3.0,3.0,3
899,35,No,Non-Travel,Research & Development,29,3,Medical,Female,2,Sales Executive,Married,78230,1.0,13,1,15.0,3,14,2,3.0,3.0,3.0,3
900,37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,Male,1,Laboratory Technician,Married,78800,3.0,12,1,9.0,2,4,0,3.0,3.0,2.0,4
901,39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,Female,2,Manager,Single,131940,0.0,11,0,10.0,2,9,3,1.0,3.0,1.0,3
902,45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,Female,2,Laboratory Technician,Divorced,50670,1.0,11,2,10.0,3,10,3,4.0,4.0,3.0,2
903,38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,3,Sales Executive,Married,50790,3.0,11,0,10.0,3,5,0,4.0,3.0,4.0,3
904,35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Healthcare Representative,Married,23210,9.0,12,1,15.0,0,13,6,4.0,1.0,3.0,3
905,37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,2,Healthcare Representative,Married,174440,1.0,14,0,8.0,4,8,7,2.0,2.0,1.0,3
906,40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,Female,2,Healthcare Representative,Single,24040,6.0,17,0,18.0,2,4,3,3.0,4.0,2.0,2
907,44,No,Travel_Frequently,Sales,2,2,Marketing,Male,1,Laboratory Technician,Married,34520,4.0,11,1,14.0,2,10,0,1.0,4.0,3.0,2
908,48,No,Travel_Frequently,Sales,10,4,Marketing,Female,3,Manager,Married,22700,2.0,14,3,23.0,2,2,2,3.0,4.0,3.0,3
909,35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,2,Manager,Divorced,173990,6.0,12,0,7.0,3,2,2,2.2,4.0,2.0,1
910,24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,Male,2,Research Scientist,Single,54880,1.0,22,1,6.0,6,6,1,1.0,4.0,3.0,3
911,27,No,Travel_Rarely,Sales,10,4,Life Sciences,Male,3,Sales Executive,Married,194190,7.0,14,1,5.0,2,3,0,2.0,3.0,3.0,1
912,27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,1,Research Scientist,Single,28110,2.0,20,0,6.0,3,4,1,4.0,4.0,2.0,3
913,40,Yes,Travel_Rarely,Sales,16,4,Marketing,Male,1,Research Director,Single,36330,3.0,16,2,10.0,0,4,0,1.0,1.0,1.0,3
914,29,No,Travel_Rarely,Research & Development,20,1,Medical,Female,2,Manager,Single,41630,9.0,15,1,8.0,4,5,1,3.0,3.0,3.0,2
915,36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,3,Sales Executive,Married,21320,4.0,20,0,9.0,1,3,0,2.0,1.0,3.0,2
916,25,No,Travel_Frequently,Sales,5,1,Marketing,Male,4,Manufacturing Director,Divorced,139730,1.0,14,0,7.0,3,7,0,4.0,3.0,3.0,2
917,39,No,Travel_Rarely,Sales,10,3,Marketing,Female,2,Research Director,Married,26840,4.0,12,0,7.0,2,5,1,4.0,2.0,3.0,3
918,49,No,Travel_Rarely,Sales,4,2,Life Sciences,Male,2,Research Director,Married,108450,3.0,24,0,27.0,4,4,1,1.0,2.0,3.0,2
919,50,No,Travel_Rarely,Research & Development,2,2,Medical,Male,3,Sales Executive,Divorced,43770,5.0,12,1,19.0,2,14,1,4.0,1.0,3.0,2
920,20,No,Travel_Rarely,Research & Development,18,4,Medical,Female,2,Sales Executive,Single,37430,1.0,13,1,2.0,2,2,2,3.0,3.0,3.0,3
921,34,No,Travel_Rarely,Research & Development,10,3,Medical,Male,3,Laboratory Technician,Divorced,41480,1.0,11,0,11.0,3,11,7,4.0,2.0,3.0,3
922,36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,Healthcare Representative,Single,10510,2.0,14,0,15.0,2,4,1,1.0,2.0,3.0,3
923,49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,Female,2,Research Scientist,Married,107390,2.0,11,3,30.0,3,15,2,3.0,3.0,3.0,3
924,36,No,Non-Travel,Research & Development,8,4,Life Sciences,Male,4,Laboratory Technician,Married,103880,0.0,14,0,4.0,2,3,1,4.0,3.0,3.0,3
925,36,No,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Healthcare Representative,Divorced,114160,6.0,16,0,13.0,2,5,0,4.0,1.0,3.0,3
926,54,No,Travel_Rarely,Sales,24,3,Marketing,Male,1,Laboratory Technician,Married,26000,3.0,14,0,36.0,5,10,4,2.0,3.0,3.0,3
927,43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Research Scientist,Married,24220,1.0,11,1,14.0,2,14,6,3.0,3.0,3.0,3
928,35,Yes,Travel_Frequently,Research & Development,17,4,Medical,Male,1,Research Director,Single,54720,3.0,11,1,13.0,3,11,6,4.0,4.0,4.0,2
929,38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,Male,2,Research Scientist,Married,24510,7.0,12,1,19.0,3,13,2,4.0,4.0,4.0,3
930,29,No,Travel_Rarely,Research & Development,1,2,Medical,Male,2,Sales Representative,Divorced,42400,1.0,14,0,10.0,2,10,0,1.0,2.0,2.0,2
931,33,No,Travel_Rarely,Research & Development,7,3,Medical,Male,5,Sales Executive,Divorced,109990,1.0,18,3,6.0,3,6,0,4.0,4.0,3.0,2
932,32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,5,Research Scientist,Divorced,50030,2.2,13,0,10.0,5,9,1,4.0,2.0,2.0,3
933,31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,Female,2,Sales Executive,Married,127420,1.0,11,0,10.0,4,10,0,1.0,4.0,3.0,2
934,49,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,42270,4.0,18,0,17.0,3,2,2,4.0,1.0,2.0,2
935,38,No,Travel_Frequently,Sales,29,2,Medical,Female,1,Sales Executive,Single,39170,1.0,15,3,4.0,2,4,3,4.0,2.0,3.0,3
936,47,No,Travel_Rarely,Research & Development,1,4,Medical,Male,3,Laboratory Technician,Divorced,183030,6.0,22,1,29.0,2,3,1,2.0,2.0,3.0,2
937,49,No,Travel_Rarely,Research & Development,21,3,Medical,Male,2,Manufacturing Director,Single,23800,4.0,13,0,23.0,3,8,0,3.0,3.0,3.0,1
938,41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,Female,4,Manager,Single,137260,3.0,12,0,21.0,6,2,0,4.0,3.0,3.0,4
939,20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Sales Representative,Single,47770,1.0,18,1,2.0,3,2,0,4.0,1.0,3.0,3
940,33,No,Non-Travel,Research & Development,18,2,Medical,Female,2,Healthcare Representative,Divorced,63850,1.0,13,0,7.0,6,6,1,3.0,4.0,3.0,2
941,36,No,Travel_Rarely,Research & Development,2,2,Technical Degree,Male,3,Sales Executive,Married,199730,6.0,12,0,10.0,2,3,0,1.0,3.0,2.0,3
942,44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,Female,3,Healthcare Representative,Divorced,68610,4.0,12,0,8.0,2,2,2,3.0,4.0,3.0,2
943,23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,Female,3,Laboratory Technician,Single,49690,1.0,12,0,5.0,3,5,1,4.0,3.0,3.0,3
944,38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,1,Sales Executive,Married,198450,7.0,11,1,7.0,3,0,0,4.0,3.0,2.0,3
945,53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,4,Research Director,Married,133200,3.0,11,0,11.0,2,4,1,2.0,4.0,3.0,3
946,48,Yes,Travel_Frequently,Sales,10,2,Marketing,Male,1,Healthcare Representative,Married,63470,2.0,12,1,19.0,3,9,7,4.0,3.0,3.0,1
947,32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Research Scientist,Single,27430,1.0,19,1,1.0,2,1,0,4.0,2.0,3.0,3
948,26,No,Non-Travel,Research & Development,18,2,Medical,Male,1,Human Resources,Single,108800,1.0,23,1,7.0,5,7,5,4.0,4.0,3.0,3
949,55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,Male,5,Laboratory Technician,Divorced,23420,5.0,11,2,8.0,2,4,1,1.0,2.0,3.0,3
950,34,No,Travel_Rarely,Sales,28,3,Life Sciences,Female,2,Research Scientist,Married,176500,1.0,19,1,15.0,6,15,4,2.0,4.0,4.0,1
951,60,No,Travel_Rarely,Sales,17,4,Medical,Male,1,Manager,Divorced,40250,3.0,13,1,19.0,5,1,0,3.0,4.0,4.0,2
952,33,No,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Manager,Married,97250,1.0,11,0,14.0,0,14,2,2.0,2.0,3.0,3
953,37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,Male,1,Laboratory Technician,Divorced,119040,1.0,12,1,6.0,4,6,1,3.0,4.0,2.0,3
954,34,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Healthcare Representative,Married,21770,1.0,13,0,10.0,5,10,8,2.0,4.0,3.0,3
955,23,Yes,Travel_Rarely,Research & Development,12,2,Medical,Male,2,Research Scientist,Divorced,75250,1.0,14,2,3.0,2,3,0,3.0,4.0,3.0,3
